split,image,label,image_action,label_action,dropped
val,frame_000003.png,<missing>,moved,missing,1
val,frame_001715.png,frame_001715.txt,moved,moved,0
val,frame_000141.png,frame_000141.txt,moved,moved,0
val,frame_000208.png,frame_000208.txt,moved,moved,0
val,frame_000058.png,frame_000058.txt,moved,moved,0
val,frame_001164 (2).png,frame_001164 (2).txt,moved,moved,0
val,frame_000537.png,frame_000537.txt,moved,moved,0
val,frame_001149 (2).png,<missing>,moved,missing,1
val,frame_000022 (2).png,<missing>,moved,missing,1
val,frame_001419 (2).png,frame_001419 (2).txt,moved,moved,0
val,frame_000891 (2).png,frame_000891 (2).txt,moved,moved,0
val,frame_000098 (2).png,frame_000098 (2).txt,moved,moved,0
val,frame_001832 (2).png,frame_001832 (2).txt,moved,moved,0
val,frame_002048.png,frame_002048.txt,moved,moved,0
val,frame_000443.png,frame_000443.txt,moved,moved,0
val,frame_000572 (2).png,frame_000572 (2).txt,moved,moved,0
val,frame_001287.png,frame_001287.txt,moved,moved,0
val,frame_001676.png,frame_001676.txt,moved,moved,0
val,frame_000023.png,frame_000023.txt,moved,moved,0
val,frame_000448 (2).png,<missing>,moved,missing,1
val,frame_001032 (2).png,<missing>,moved,missing,1
val,frame_002159.png,frame_002159.txt,moved,moved,0
val,frame_000063 (2).png,<missing>,moved,missing,1
val,frame_002688.png,frame_002688.txt,moved,moved,0
val,frame_002061 (2).png,frame_002061 (2).txt,moved,moved,0
val,frame_001366.png,frame_001366.txt,moved,moved,0
val,frame_000312 (2).png,<missing>,moved,missing,1
val,frame_001671.png,frame_001671.txt,moved,moved,0
val,frame_001089 (2).png,frame_001089 (2).txt,moved,moved,0
val,frame_002647.png,frame_002647.txt,moved,moved,0
val,frame_000807.png,frame_000807.txt,moved,moved,0
val,frame_000990.png,frame_000990.txt,moved,moved,0
val,frame_002212.png,<missing>,moved,missing,1
val,frame_000986 (2).png,frame_000986 (2).txt,moved,moved,0
val,frame_001146.png,frame_001146.txt,moved,moved,0
val,frame_000614.png,frame_000614.txt,moved,moved,0
val,frame_001884.png,<missing>,moved,missing,1
val,frame_002004.png,frame_002004.txt,moved,moved,0
val,frame_000404.png,frame_000404.txt,moved,moved,0
val,frame_001006.png,frame_001006.txt,moved,moved,0
val,frame_000207.png,frame_000207.txt,moved,moved,0
val,frame_001272 (2).png,frame_001272 (2).txt,moved,moved,0
val,frame_002385.png,frame_002385.txt,moved,moved,0
val,frame_002604.png,<missing>,moved,missing,1
val,frame_000819.png,frame_000819.txt,moved,moved,0
val,frame_001195.png,frame_001195.txt,moved,moved,0
val,frame_000175.png,frame_000175.txt,moved,moved,0
val,frame_001396.png,frame_001396.txt,moved,moved,0
val,frame_000083.png,frame_000083.txt,moved,moved,0
val,frame_001827.png,frame_001827.txt,moved,moved,0
val,frame_000727 (2).png,frame_000727 (2).txt,moved,moved,0
val,frame_000328.png,frame_000328.txt,moved,moved,0
val,frame_001894 (2).png,<missing>,moved,missing,1
val,frame_000059.png,frame_000059.txt,moved,moved,0
val,frame_001101.png,frame_001101.txt,moved,moved,0
val,frame_001739.png,frame_001739.txt,moved,moved,0
val,frame_001445.png,frame_001445.txt,moved,moved,0
val,frame_001358.png,frame_001358.txt,moved,moved,0
val,frame_000956.png,frame_000956.txt,moved,moved,0
val,frame_000730.png,frame_000730.txt,moved,moved,0
val,frame_000879.png,frame_000879.txt,moved,moved,0
val,frame_001127.png,frame_001127.txt,moved,moved,0
val,frame_002708.png,frame_002708.txt,moved,moved,0
val,frame_001436 (2).png,<missing>,moved,missing,1
val,frame_001204.png,frame_001204.txt,moved,moved,0
val,frame_002014.png,frame_002014.txt,moved,moved,0
val,frame_001745 (2).png,frame_001745 (2).txt,moved,moved,0
val,frame_000123.png,frame_000123.txt,moved,moved,0
val,frame_001199.png,frame_001199.txt,moved,moved,0
val,frame_001414 (2).png,frame_001414 (2).txt,moved,moved,0
val,frame_001853.png,frame_001853.txt,moved,moved,0
val,frame_001870 (2).png,frame_001870 (2).txt,moved,moved,0
val,frame_001143.png,frame_001143.txt,moved,moved,0
val,frame_000073 (2).png,frame_000073 (2).txt,moved,moved,0
val,frame_001363.png,frame_001363.txt,moved,moved,0
val,frame_001460 (2).png,frame_001460 (2).txt,moved,moved,0
val,frame_001598 (2).png,<missing>,moved,missing,1
val,frame_002006.png,frame_002006.txt,moved,moved,0
val,frame_000380 (2).png,frame_000380 (2).txt,moved,moved,0
val,frame_000387 (2).png,frame_000387 (2).txt,moved,moved,0
val,frame_000213.png,frame_000213.txt,moved,moved,0
val,frame_002158.png,frame_002158.txt,moved,moved,0
val,frame_001302.png,frame_001302.txt,moved,moved,0
val,frame_000992 (2).png,frame_000992 (2).txt,moved,moved,0
val,frame_000457.png,frame_000457.txt,moved,moved,0
val,frame_001598.png,frame_001598.txt,moved,moved,0
val,frame_000396.png,frame_000396.txt,moved,moved,0
val,frame_001251.png,frame_001251.txt,moved,moved,0
val,frame_001814 (2).png,frame_001814 (2).txt,moved,moved,0
val,frame_000729 (2).png,<missing>,moved,missing,1
val,frame_002392.png,frame_002392.txt,moved,moved,0
val,frame_001666.png,frame_001666.txt,moved,moved,0
val,frame_000783.png,frame_000783.txt,moved,moved,0
val,frame_000324.png,frame_000324.txt,moved,moved,0
val,frame_002052.png,frame_002052.txt,moved,moved,0
val,frame_000599 (2).png,frame_000599 (2).txt,moved,moved,0
val,frame_000019.png,frame_000019.txt,moved,moved,0
val,frame_000412 (2).png,frame_000412 (2).txt,moved,moved,0
val,frame_000943.png,frame_000943.txt,moved,moved,0
val,frame_001005 (2).png,frame_001005 (2).txt,moved,moved,0
val,frame_001264 (2).png,frame_001264 (2).txt,moved,moved,0
val,frame_001160 (2).png,frame_001160 (2).txt,moved,moved,0
val,frame_000886.png,frame_000886.txt,moved,moved,0
val,frame_002276.png,frame_002276.txt,moved,moved,0
val,frame_000361 (2).png,frame_000361 (2).txt,moved,moved,0
val,frame_000212.png,frame_000212.txt,moved,moved,0
val,frame_000671 (2).png,<missing>,moved,missing,1
val,frame_001335.png,frame_001335.txt,moved,moved,0
val,frame_001693.png,frame_001693.txt,moved,moved,0
val,frame_002379.png,frame_002379.txt,moved,moved,0
val,frame_001297 (2).png,<missing>,moved,missing,1
val,frame_001027 (2).png,<missing>,moved,missing,1
val,frame_000112.png,frame_000112.txt,moved,moved,0
val,frame_001679.png,frame_001679.txt,moved,moved,0
val,frame_001119.png,frame_001119.txt,moved,moved,0
val,frame_002518.png,frame_002518.txt,moved,moved,0
val,frame_000538.png,frame_000538.txt,moved,moved,0
val,frame_000915 (2).png,<missing>,moved,missing,1
val,frame_001446.png,frame_001446.txt,moved,moved,0
val,frame_001964.png,frame_001964.txt,moved,moved,0
val,frame_002176.png,frame_002176.txt,moved,moved,0
val,frame_001006 (2).png,frame_001006 (2).txt,moved,moved,0
val,frame_002015 (2).png,frame_002015 (2).txt,moved,moved,0
val,frame_000810 (2).png,<missing>,moved,missing,1
val,frame_002044 (2).png,<missing>,moved,missing,1
val,frame_001003.png,frame_001003.txt,moved,moved,0
val,frame_000363 (2).png,frame_000363 (2).txt,moved,moved,0
val,frame_002541.png,frame_002541.txt,moved,moved,0
val,frame_000384.png,frame_000384.txt,moved,moved,0
val,frame_000841.png,frame_000841.txt,moved,moved,0
val,frame_000239 (2).png,frame_000239 (2).txt,moved,moved,0
val,frame_000510.png,<missing>,moved,missing,1
val,frame_000821 (2).png,<missing>,moved,missing,1
val,frame_000826.png,frame_000826.txt,moved,moved,0
val,frame_001037.png,frame_001037.txt,moved,moved,0
val,frame_000766 (2).png,<missing>,moved,missing,1
val,frame_001506 (2).png,frame_001506 (2).txt,moved,moved,0
val,frame_001065 (2).png,frame_001065 (2).txt,moved,moved,0
val,frame_000973.png,frame_000973.txt,moved,moved,0
val,frame_002560.png,frame_002560.txt,moved,moved,0
val,frame_002305.png,frame_002305.txt,moved,moved,0
val,frame_002032 (2).png,<missing>,moved,missing,1
val,frame_001281.png,frame_001281.txt,moved,moved,0
val,frame_002300.png,frame_002300.txt,moved,moved,0
val,frame_002005.png,frame_002005.txt,moved,moved,0
val,frame_002634.png,frame_002634.txt,moved,moved,0
val,frame_000842.png,frame_000842.txt,moved,moved,0
val,frame_001921.png,frame_001921.txt,moved,moved,0
val,frame_000021 (2).png,<missing>,moved,missing,1
val,frame_000039 (2).png,<missing>,moved,missing,1
val,frame_001050 (2).png,<missing>,moved,missing,1
val,frame_002357.png,frame_002357.txt,moved,moved,0
val,frame_000296.png,frame_000296.txt,moved,moved,0
val,frame_000300.png,frame_000300.txt,moved,moved,0
val,frame_001122.png,frame_001122.txt,moved,moved,0
val,frame_001859 (2).png,frame_001859 (2).txt,moved,moved,0
val,frame_001694.png,frame_001694.txt,moved,moved,0
val,frame_000710.png,frame_000710.txt,moved,moved,0
val,frame_001207 (2).png,frame_001207 (2).txt,moved,moved,0
val,frame_001082.png,frame_001082.txt,moved,moved,0
val,frame_002166.png,frame_002166.txt,moved,moved,0
val,frame_001920 (2).png,frame_001920 (2).txt,moved,moved,0
val,frame_000454 (2).png,<missing>,moved,missing,1
val,frame_000728 (2).png,<missing>,moved,missing,1
val,frame_000185.png,<missing>,moved,missing,1
val,frame_000520.png,frame_000520.txt,moved,moved,0
val,frame_002199.png,frame_002199.txt,moved,moved,0
val,frame_001332.png,frame_001332.txt,moved,moved,0
val,frame_002342.png,frame_002342.txt,moved,moved,0
val,frame_000041 (2).png,<missing>,moved,missing,1
val,frame_001066 (2).png,frame_001066 (2).txt,moved,moved,0
val,frame_001015.png,frame_001015.txt,moved,moved,0
val,frame_002066 (2).png,<missing>,moved,missing,1
val,frame_001327 (2).png,frame_001327 (2).txt,moved,moved,0
val,frame_000504 (2).png,<missing>,moved,missing,1
val,frame_001788 (2).png,<missing>,moved,missing,1
val,frame_001030 (2).png,frame_001030 (2).txt,moved,moved,0
val,frame_001768 (2).png,frame_001768 (2).txt,moved,moved,0
val,frame_000477.png,frame_000477.txt,moved,moved,0
val,frame_002367.png,frame_002367.txt,moved,moved,0
val,frame_002613.png,<missing>,moved,missing,1
val,frame_001658 (2).png,<missing>,moved,missing,1
val,frame_002086.png,frame_002086.txt,moved,moved,0
val,frame_001261 (2).png,frame_001261 (2).txt,moved,moved,0
val,frame_000146.png,frame_000146.txt,moved,moved,0
val,frame_001475.png,frame_001475.txt,moved,moved,0
val,frame_002546.png,frame_002546.txt,moved,moved,0
val,frame_000768.png,frame_000768.txt,moved,moved,0
val,frame_000152.png,frame_000152.txt,moved,moved,0
val,frame_000788 (2).png,<missing>,moved,missing,1
val,frame_000789.png,frame_000789.txt,moved,moved,0
val,frame_000020 (2).png,<missing>,moved,missing,1
val,frame_001412.png,frame_001412.txt,moved,moved,0
val,frame_001855.png,frame_001855.txt,moved,moved,0
val,frame_000271.png,frame_000271.txt,moved,moved,0
val,frame_002325.png,<missing>,moved,missing,1
val,frame_001991.png,frame_001991.txt,moved,moved,0
val,frame_000870 (2).png,frame_000870 (2).txt,moved,moved,0
val,frame_002566.png,frame_002566.txt,moved,moved,0
val,frame_001245 (2).png,<missing>,moved,missing,1
val,frame_000702.png,frame_000702.txt,moved,moved,0
val,frame_000197 (2).png,frame_000197 (2).txt,moved,moved,0
val,frame_000081 (2).png,frame_000081 (2).txt,moved,moved,0
val,frame_001834.png,frame_001834.txt,moved,moved,0
val,frame_002666.png,frame_002666.txt,moved,moved,0
val,frame_001478.png,frame_001478.txt,moved,moved,0
val,frame_001506.png,frame_001506.txt,moved,moved,0
val,frame_001370 (2).png,frame_001370 (2).txt,moved,moved,0
val,frame_000484 (2).png,frame_000484 (2).txt,moved,moved,0
val,frame_001743 (2).png,frame_001743 (2).txt,moved,moved,0
val,frame_001484 (2).png,frame_001484 (2).txt,moved,moved,0
val,frame_001351 (2).png,frame_001351 (2).txt,moved,moved,0
val,frame_002039 (2).png,<missing>,moved,missing,1
val,frame_001479 (2).png,frame_001479 (2).txt,moved,moved,0
val,frame_000215 (2).png,frame_000215 (2).txt,moved,moved,0
val,frame_000035 (2).png,<missing>,moved,missing,1
val,frame_001712.png,frame_001712.txt,moved,moved,0
val,frame_000668 (2).png,<missing>,moved,missing,1
val,frame_002555.png,frame_002555.txt,moved,moved,0
val,frame_002513.png,frame_002513.txt,moved,moved,0
val,frame_002069.png,frame_002069.txt,moved,moved,0
val,frame_000030.png,frame_000030.txt,moved,moved,0
val,frame_000128 (2).png,frame_000128 (2).txt,moved,moved,0
val,frame_000285.png,frame_000285.txt,moved,moved,0
val,frame_000148 (2).png,frame_000148 (2).txt,moved,moved,0
val,frame_000018 (2).png,<missing>,moved,missing,1
val,frame_001125 (2).png,frame_001125 (2).txt,moved,moved,0
val,frame_001217.png,frame_001217.txt,moved,moved,0
val,frame_000825 (2).png,frame_000825 (2).txt,moved,moved,0
val,frame_000616 (2).png,frame_000616 (2).txt,moved,moved,0
val,frame_002631.png,<missing>,moved,missing,1
val,frame_000537 (2).png,frame_000537 (2).txt,moved,moved,0
val,frame_001113.png,frame_001113.txt,moved,moved,0
val,frame_001364.png,frame_001364.txt,moved,moved,0
val,frame_001808 (2).png,frame_001808 (2).txt,moved,moved,0
val,frame_001236.png,frame_001236.txt,moved,moved,0
val,frame_001851 (2).png,frame_001851 (2).txt,moved,moved,0
val,frame_001322.png,frame_001322.txt,moved,moved,0
val,frame_000638.png,frame_000638.txt,moved,moved,0
val,frame_001136.png,frame_001136.txt,moved,moved,0
val,frame_000669.png,frame_000669.txt,moved,moved,0
val,frame_001132 (2).png,frame_001132 (2).txt,moved,moved,0
val,frame_000422.png,frame_000422.txt,moved,moved,0
val,frame_001361.png,frame_001361.txt,moved,moved,0
val,frame_000032.png,frame_000032.txt,moved,moved,0
val,frame_000426.png,frame_000426.txt,moved,moved,0
val,frame_002447.png,<missing>,moved,missing,1
val,frame_000275.png,frame_000275.txt,moved,moved,0
val,frame_000723.png,frame_000723.txt,moved,moved,0
val,frame_001136 (2).png,<missing>,moved,missing,1
val,frame_001505.png,frame_001505.txt,moved,moved,0
val,frame_002074.png,frame_002074.txt,moved,moved,0
val,frame_002108.png,frame_002108.txt,moved,moved,0
val,frame_000912.png,<missing>,moved,missing,1
val,frame_001962.png,frame_001962.txt,moved,moved,0
val,frame_000136.png,frame_000136.txt,moved,moved,0
val,frame_001013 (2).png,frame_001013 (2).txt,moved,moved,0
val,frame_000775 (2).png,<missing>,moved,missing,1
val,frame_000756.png,frame_000756.txt,moved,moved,0
val,frame_001625 (2).png,frame_001625 (2).txt,moved,moved,0
val,frame_001714.png,frame_001714.txt,moved,moved,0
val,frame_001951 (2).png,frame_001951 (2).txt,moved,moved,0
val,frame_000099 (2).png,frame_000099 (2).txt,moved,moved,0
val,frame_000901 (2).png,<missing>,moved,missing,1
val,frame_000709.png,frame_000709.txt,moved,moved,0
val,frame_000219 (2).png,frame_000219 (2).txt,moved,moved,0
val,frame_002112.png,frame_002112.txt,moved,moved,0
val,frame_001679 (2).png,<missing>,moved,missing,1
val,frame_002687.png,frame_002687.txt,moved,moved,0
val,frame_000035.png,frame_000035.txt,moved,moved,0
val,frame_000799 (2).png,<missing>,moved,missing,1
val,frame_001237 (2).png,<missing>,moved,missing,1
val,frame_001098 (2).png,frame_001098 (2).txt,moved,moved,0
val,frame_001000 (2).png,frame_001000 (2).txt,moved,moved,0
val,frame_001025.png,frame_001025.txt,moved,moved,0
val,frame_001082 (2).png,frame_001082 (2).txt,moved,moved,0
val,frame_000321 (2).png,frame_000321 (2).txt,moved,moved,0
val,frame_001447 (2).png,<missing>,moved,missing,1
val,frame_000715 (2).png,frame_000715 (2).txt,moved,moved,0
val,frame_001045.png,frame_001045.txt,moved,moved,0
val,frame_001685.png,frame_001685.txt,moved,moved,0
val,frame_002141.png,frame_002141.txt,moved,moved,0
val,frame_001141.png,frame_001141.txt,moved,moved,0
val,frame_002182.png,frame_002182.txt,moved,moved,0
val,frame_000279 (2).png,frame_000279 (2).txt,moved,moved,0
val,frame_001662 (2).png,<missing>,moved,missing,1
val,frame_002587.png,frame_002587.txt,moved,moved,0
val,frame_001690.png,frame_001690.txt,moved,moved,0
val,frame_002567.png,frame_002567.txt,moved,moved,0
val,frame_000346 (2).png,frame_000346 (2).txt,moved,moved,0
val,frame_001919.png,frame_001919.txt,moved,moved,0
val,frame_001873.png,frame_001873.txt,moved,moved,0
val,frame_000978.png,frame_000978.txt,moved,moved,0
val,frame_000751 (2).png,frame_000751 (2).txt,moved,moved,0
val,frame_001531 (2).png,<missing>,moved,missing,1
val,frame_001111.png,frame_001111.txt,moved,moved,0
val,frame_001160.png,frame_001160.txt,moved,moved,0
val,frame_001892.png,frame_001892.txt,moved,moved,0
val,frame_000026 (2).png,<missing>,moved,missing,1
val,frame_000664.png,frame_000664.txt,moved,moved,0
val,frame_001457 (2).png,frame_001457 (2).txt,moved,moved,0
val,frame_001470.png,frame_001470.txt,moved,moved,0
val,frame_000465 (2).png,<missing>,moved,missing,1
val,frame_002618.png,<missing>,moved,missing,1
val,frame_001592 (2).png,<missing>,moved,missing,1
val,frame_001134 (2).png,frame_001134 (2).txt,moved,moved,0
val,frame_000927.png,frame_000927.txt,moved,moved,0
val,frame_000685.png,frame_000685.txt,moved,moved,0
val,frame_001505 (2).png,frame_001505 (2).txt,moved,moved,0
val,frame_001267 (2).png,frame_001267 (2).txt,moved,moved,0
val,frame_001615.png,frame_001615.txt,moved,moved,0
val,frame_000774 (2).png,<missing>,moved,missing,1
val,frame_000224.png,frame_000224.txt,moved,moved,0
val,frame_001258.png,frame_001258.txt,moved,moved,0
val,frame_001880.png,<missing>,moved,missing,1
val,frame_001095 (2).png,frame_001095 (2).txt,moved,moved,0
val,frame_001428.png,frame_001428.txt,moved,moved,0
val,frame_000762 (2).png,frame_000762 (2).txt,moved,moved,0
val,frame_001079.png,frame_001079.txt,moved,moved,0
val,frame_001774 (2).png,<missing>,moved,missing,1
val,frame_001371 (2).png,frame_001371 (2).txt,moved,moved,0
val,frame_001182 (2).png,frame_001182 (2).txt,moved,moved,0
val,frame_000403.png,frame_000403.txt,moved,moved,0
val,frame_000361.png,frame_000361.txt,moved,moved,0
val,frame_000930 (2).png,<missing>,moved,missing,1
val,frame_001151.png,frame_001151.txt,moved,moved,0
val,frame_001944.png,frame_001944.txt,moved,moved,0
val,frame_001652 (2).png,<missing>,moved,missing,1
val,frame_000568.png,frame_000568.txt,moved,moved,0
val,frame_000917 (2).png,<missing>,moved,missing,1
val,frame_001586 (2).png,<missing>,moved,missing,1
val,frame_002322.png,<missing>,moved,missing,1
val,frame_001595.png,frame_001595.txt,moved,moved,0
val,frame_002206.png,<missing>,moved,missing,1
val,frame_000319.png,frame_000319.txt,moved,moved,0
val,frame_002211.png,<missing>,moved,missing,1
val,frame_000586.png,frame_000586.txt,moved,moved,0
val,frame_000756 (2).png,frame_000756 (2).txt,moved,moved,0
val,frame_001491 (2).png,frame_001491 (2).txt,moved,moved,0
val,frame_001696.png,frame_001696.txt,moved,moved,0
val,frame_000352 (2).png,frame_000352 (2).txt,moved,moved,0
val,frame_000637.png,frame_000637.txt,moved,moved,0
val,frame_000272.png,frame_000272.txt,moved,moved,0
val,frame_001523.png,frame_001523.txt,moved,moved,0
val,frame_000371 (2).png,frame_000371 (2).txt,moved,moved,0
val,frame_001232 (2).png,<missing>,moved,missing,1
val,frame_000259 (2).png,frame_000259 (2).txt,moved,moved,0
val,frame_001591 (2).png,<missing>,moved,missing,1
val,frame_001736.png,frame_001736.txt,moved,moved,0
val,frame_001778.png,frame_001778.txt,moved,moved,0
val,frame_000944.png,frame_000944.txt,moved,moved,0
val,frame_002318.png,<missing>,moved,missing,1
val,frame_001735 (2).png,frame_001735 (2).txt,moved,moved,0
val,frame_000150 (2).png,frame_000150 (2).txt,moved,moved,0
val,frame_000883.png,frame_000883.txt,moved,moved,0
val,frame_000342 (2).png,frame_000342 (2).txt,moved,moved,0
val,frame_000358 (2).png,frame_000358 (2).txt,moved,moved,0
val,frame_000309.png,frame_000309.txt,moved,moved,0
val,frame_000125 (2).png,frame_000125 (2).txt,moved,moved,0
val,frame_000378.png,frame_000378.txt,moved,moved,0
val,frame_001601.png,frame_001601.txt,moved,moved,0
val,frame_000007.png,frame_000007.txt,moved,moved,0
val,frame_000849 (2).png,frame_000849 (2).txt,moved,moved,0
val,frame_001555.png,frame_001555.txt,moved,moved,0
val,frame_001721.png,frame_001721.txt,moved,moved,0
val,frame_000640.png,frame_000640.txt,moved,moved,0
val,frame_001383.png,frame_001383.txt,moved,moved,0
val,frame_000893.png,frame_000893.txt,moved,moved,0
val,frame_001844.png,frame_001844.txt,moved,moved,0
val,frame_001056 (2).png,<missing>,moved,missing,1
val,frame_000050.png,frame_000050.txt,moved,moved,0
val,frame_002611.png,<missing>,moved,missing,1
val,frame_001975 (2).png,<missing>,moved,missing,1
val,frame_000811 (2).png,<missing>,moved,missing,1
val,frame_000692 (2).png,<missing>,moved,missing,1
val,frame_000656 (2).png,<missing>,moved,missing,1
val,frame_001347.png,frame_001347.txt,moved,moved,0
val,frame_002391.png,frame_002391.txt,moved,moved,0
val,frame_002031.png,frame_002031.txt,moved,moved,0
val,frame_001257 (2).png,<missing>,moved,missing,1
val,frame_002157.png,frame_002157.txt,moved,moved,0
val,frame_001310 (2).png,<missing>,moved,missing,1
val,frame_000044 (2).png,<missing>,moved,missing,1
val,frame_001107 (2).png,<missing>,moved,missing,1
val,frame_000513.png,frame_000513.txt,moved,moved,0
val,frame_000134 (2).png,frame_000134 (2).txt,moved,moved,0
val,frame_000217.png,frame_000217.txt,moved,moved,0
val,frame_001822.png,frame_001822.txt,moved,moved,0
val,frame_000338 (2).png,frame_000338 (2).txt,moved,moved,0
val,frame_001371.png,frame_001371.txt,moved,moved,0
val,frame_001984 (2).png,frame_001984 (2).txt,moved,moved,0
val,frame_001137 (2).png,<missing>,moved,missing,1
val,frame_001545.png,frame_001545.txt,moved,moved,0
val,frame_000451 (2).png,<missing>,moved,missing,1
val,frame_001930 (2).png,frame_001930 (2).txt,moved,moved,0
val,frame_000375 (2).png,frame_000375 (2).txt,moved,moved,0
val,frame_000131.png,frame_000131.txt,moved,moved,0
val,frame_001789.png,frame_001789.txt,moved,moved,0
val,frame_001174.png,frame_001174.txt,moved,moved,0
val,frame_001994 (2).png,frame_001994 (2).txt,moved,moved,0
val,frame_001242.png,frame_001242.txt,moved,moved,0
val,frame_001985.png,frame_001985.txt,moved,moved,0
val,frame_000194 (2).png,<missing>,moved,missing,1
val,frame_001726 (2).png,frame_001726 (2).txt,moved,moved,0
val,frame_001110.png,frame_001110.txt,moved,moved,0
val,frame_000743 (2).png,frame_000743 (2).txt,moved,moved,0
val,frame_002629.png,<missing>,moved,missing,1
val,frame_001401 (2).png,<missing>,moved,missing,1
val,frame_001923.png,frame_001923.txt,moved,moved,0
val,frame_001981 (2).png,<missing>,moved,missing,1
val,frame_001915 (2).png,frame_001915 (2).txt,moved,moved,0
val,frame_000364.png,frame_000364.txt,moved,moved,0
val,frame_001763 (2).png,frame_001763 (2).txt,moved,moved,0
val,frame_002115.png,frame_002115.txt,moved,moved,0
val,frame_000829 (2).png,frame_000829 (2).txt,moved,moved,0
val,frame_000888 (2).png,frame_000888 (2).txt,moved,moved,0
val,frame_002401.png,frame_002401.txt,moved,moved,0
val,frame_000509.png,<missing>,moved,missing,1
val,frame_002319.png,<missing>,moved,missing,1
val,frame_001874 (2).png,<missing>,moved,missing,1
val,frame_000828.png,frame_000828.txt,moved,moved,0
val,frame_002547.png,frame_002547.txt,moved,moved,0
val,frame_001963 (2).png,frame_001963 (2).txt,moved,moved,0
val,frame_002018 (2).png,frame_002018 (2).txt,moved,moved,0
val,frame_001475 (2).png,frame_001475 (2).txt,moved,moved,0
val,frame_000350 (2).png,frame_000350 (2).txt,moved,moved,0
val,frame_001540.png,frame_001540.txt,moved,moved,0
val,frame_000178 (2).png,<missing>,moved,missing,1
val,frame_001461.png,frame_001461.txt,moved,moved,0
val,frame_000427 (2).png,frame_000427 (2).txt,moved,moved,0
val,frame_000215.png,frame_000215.txt,moved,moved,0
val,frame_000457 (2).png,<missing>,moved,missing,1
val,frame_001460.png,frame_001460.txt,moved,moved,0
val,frame_001928 (2).png,frame_001928 (2).txt,moved,moved,0
val,frame_002304.png,frame_002304.txt,moved,moved,0
val,frame_000209 (2).png,frame_000209 (2).txt,moved,moved,0
val,frame_001577 (2).png,frame_001577 (2).txt,moved,moved,0
val,frame_000933.png,frame_000933.txt,moved,moved,0
val,frame_000906 (2).png,<missing>,moved,missing,1
val,frame_000646.png,frame_000646.txt,moved,moved,0
val,frame_001435 (2).png,<missing>,moved,missing,1
val,frame_001500.png,frame_001500.txt,moved,moved,0
val,frame_000842 (2).png,frame_000842 (2).txt,moved,moved,0
val,frame_001609 (2).png,frame_001609 (2).txt,moved,moved,0
val,frame_001995 (2).png,frame_001995 (2).txt,moved,moved,0
val,frame_000667 (2).png,<missing>,moved,missing,1
