split,image,label,image_action,label_action,dropped
val,frame_000007.png,<missing>,moved,missing,1
val,frame_000251.png,frame_000251.txt,moved,moved,0
val,frame_001454.png,frame_001454.txt,moved,moved,0
val,frame_002272.png,frame_002272.txt,moved,moved,0
val,frame_001590.png,frame_001590.txt,moved,moved,0
val,frame_002599.png,frame_002599.txt,moved,moved,0
val,frame_002011.png,frame_002011.txt,moved,moved,0
val,frame_000482.png,frame_000482.txt,moved,moved,0
val,frame_001452.png,frame_001452.txt,moved,moved,0
val,frame_002004.png,frame_002004.txt,moved,moved,0
val,frame_001367.png,frame_001367.txt,moved,moved,0
val,frame_000000.png,<missing>,moved,missing,1
val,frame_000437.png,<missing>,moved,missing,1
val,frame_002052.png,<missing>,moved,missing,1
val,frame_000446.png,<missing>,moved,missing,1
val,frame_000872.png,frame_000872.txt,moved,moved,0
val,frame_000667.png,<missing>,moved,missing,1
val,frame_002168.png,frame_002168.txt,moved,moved,0
val,frame_000267.png,frame_000267.txt,moved,moved,0
val,frame_001698.png,frame_001698.txt,moved,moved,0
val,frame_001771.png,frame_001771.txt,moved,moved,0
val,frame_001652.png,<missing>,moved,missing,1
val,frame_000686.png,<missing>,moved,missing,1
val,frame_002449.png,<missing>,moved,missing,1
val,frame_002355.png,frame_002355.txt,moved,moved,0
val,frame_002550.png,frame_002550.txt,moved,moved,0
val,frame_001332.png,frame_001332.txt,moved,moved,0
val,frame_001184.png,frame_001184.txt,moved,moved,0
val,frame_000533.png,<missing>,moved,missing,1
val,frame_001347.png,frame_001347.txt,moved,moved,0
val,frame_002249.png,frame_002249.txt,moved,moved,0
val,frame_002504.png,frame_002504.txt,moved,moved,0
val,frame_002415.png,frame_002415.txt,moved,moved,0
val,frame_000222.png,frame_000222.txt,moved,moved,0
val,frame_002724.png,frame_002724.txt,moved,moved,0
val,frame_000997.png,frame_000997.txt,moved,moved,0
val,frame_000645.png,<missing>,moved,missing,1
val,frame_000423.png,frame_000423.txt,moved,moved,0
val,frame_000412.png,frame_000412.txt,moved,moved,0
val,frame_000691.png,<missing>,moved,missing,1
val,frame_002316.png,<missing>,moved,missing,1
val,frame_001713.png,frame_001713.txt,moved,moved,0
val,frame_001721.png,frame_001721.txt,moved,moved,0
val,frame_002478.png,frame_002478.txt,moved,moved,0
val,frame_001906.png,frame_001906.txt,moved,moved,0
val,frame_002678.png,frame_002678.txt,moved,moved,0
val,frame_000342.png,frame_000342.txt,moved,moved,0
val,frame_000470.png,frame_000470.txt,moved,moved,0
val,frame_001662.png,<missing>,moved,missing,1
val,frame_002663.png,frame_002663.txt,moved,moved,0
val,frame_002683.png,frame_002683.txt,moved,moved,0
val,frame_002026.png,frame_002026.txt,moved,moved,0
val,frame_000301.png,<missing>,moved,missing,1
val,frame_001267.png,frame_001267.txt,moved,moved,0
val,frame_002580.png,frame_002580.txt,moved,moved,0
val,frame_001054.png,<missing>,moved,missing,1
val,frame_000331.png,frame_000331.txt,moved,moved,0
val,frame_001114.png,<missing>,moved,missing,1
val,frame_000155.png,<missing>,moved,missing,1
val,frame_000642.png,<missing>,moved,missing,1
val,frame_001263.png,frame_001263.txt,moved,moved,0
val,frame_001972.png,frame_001972.txt,moved,moved,0
val,frame_000034.png,<missing>,moved,missing,1
val,frame_001013.png,frame_001013.txt,moved,moved,0
val,frame_000374.png,frame_000374.txt,moved,moved,0
val,frame_000402.png,frame_000402.txt,moved,moved,0
val,frame_002596.png,frame_002596.txt,moved,moved,0
val,frame_002045.png,<missing>,moved,missing,1
val,frame_001391.png,<missing>,moved,missing,1
val,frame_002438.png,<missing>,moved,missing,1
val,frame_001196.png,frame_001196.txt,moved,moved,0
val,frame_001009.png,frame_001009.txt,moved,moved,0
val,frame_002647.png,frame_002647.txt,moved,moved,0
val,frame_001536.png,<missing>,moved,missing,1
val,frame_000948.png,frame_000948.txt,moved,moved,0
val,frame_000593.png,frame_000593.txt,moved,moved,0
val,frame_002660.png,frame_002660.txt,moved,moved,0
val,frame_001629.png,frame_001629.txt,moved,moved,0
val,frame_000363.png,frame_000363.txt,moved,moved,0
val,frame_002513.png,frame_002513.txt,moved,moved,0
val,frame_001502.png,frame_001502.txt,moved,moved,0
val,frame_001199.png,frame_001199.txt,moved,moved,0
val,frame_000209.png,frame_000209.txt,moved,moved,0
val,frame_000341.png,frame_000341.txt,moved,moved,0
val,frame_002654.png,frame_002654.txt,moved,moved,0
val,frame_000427.png,frame_000427.txt,moved,moved,0
val,frame_002468.png,frame_002468.txt,moved,moved,0
val,frame_002535.png,frame_002535.txt,moved,moved,0
val,frame_001867.png,frame_001867.txt,moved,moved,0
val,frame_001155.png,frame_001155.txt,moved,moved,0
val,frame_000886.png,frame_000886.txt,moved,moved,0
val,frame_002595.png,frame_002595.txt,moved,moved,0
val,frame_000792.png,<missing>,moved,missing,1
val,frame_002236.png,frame_002236.txt,moved,moved,0
val,frame_001363.png,frame_001363.txt,moved,moved,0
val,frame_001574.png,frame_001574.txt,moved,moved,0
val,frame_001719.png,frame_001719.txt,moved,moved,0
val,frame_001578.png,frame_001578.txt,moved,moved,0
val,frame_001753.png,frame_001753.txt,moved,moved,0
val,frame_002365.png,frame_002365.txt,moved,moved,0
val,frame_001316.png,frame_001316.txt,moved,moved,0
val,frame_001791.png,<missing>,moved,missing,1
val,frame_001107.png,<missing>,moved,missing,1
val,frame_000702.png,frame_000702.txt,moved,moved,0
val,frame_002688.png,frame_002688.txt,moved,moved,0
val,frame_000501.png,frame_000501.txt,moved,moved,0
val,frame_002083.png,frame_002083.txt,moved,moved,0
val,frame_001492.png,frame_001492.txt,moved,moved,0
val,frame_002210.png,<missing>,moved,missing,1
val,frame_002452.png,<missing>,moved,missing,1
val,frame_000430.png,frame_000430.txt,moved,moved,0
val,frame_000782.png,<missing>,moved,missing,1
val,frame_002123.png,frame_002123.txt,moved,moved,0
val,frame_001272.png,frame_001272.txt,moved,moved,0
val,frame_002375.png,frame_002375.txt,moved,moved,0
val,frame_000786.png,<missing>,moved,missing,1
val,frame_000594.png,frame_000594.txt,moved,moved,0
val,frame_002591.png,frame_002591.txt,moved,moved,0
val,frame_001800.png,frame_001800.txt,moved,moved,0
val,frame_002274.png,frame_002274.txt,moved,moved,0
val,frame_002179.png,frame_002179.txt,moved,moved,0
val,frame_000466.png,<missing>,moved,missing,1
val,frame_002462.png,frame_002462.txt,moved,moved,0
val,frame_000678.png,<missing>,moved,missing,1
val,frame_002260.png,frame_002260.txt,moved,moved,0
val,frame_001956.png,frame_001956.txt,moved,moved,0
val,frame_000003.png,<missing>,moved,missing,1
val,frame_002589.png,frame_002589.txt,moved,moved,0
val,frame_000183.png,<missing>,moved,missing,1
val,frame_001735.png,frame_001735.txt,moved,moved,0
val,frame_002192.png,frame_002192.txt,moved,moved,0
val,frame_002049.png,<missing>,moved,missing,1
val,frame_002656.png,frame_002656.txt,moved,moved,0
val,frame_000041.png,<missing>,moved,missing,1
val,frame_001929.png,frame_001929.txt,moved,moved,0
val,frame_001710.png,frame_001710.txt,moved,moved,0
val,frame_002467.png,frame_002467.txt,moved,moved,0
val,frame_001603.png,frame_001603.txt,moved,moved,0
val,frame_000958.png,frame_000958.txt,moved,moved,0
val,frame_000294.png,<missing>,moved,missing,1
val,frame_002062.png,frame_002062.txt,moved,moved,0
val,frame_000217.png,frame_000217.txt,moved,moved,0
val,frame_001523.png,<missing>,moved,missing,1
val,frame_000252.png,frame_000252.txt,moved,moved,0
val,frame_001333.png,frame_001333.txt,moved,moved,0
val,frame_001855.png,frame_001855.txt,moved,moved,0
val,frame_002335.png,<missing>,moved,missing,1
val,frame_002149.png,frame_002149.txt,moved,moved,0
val,frame_000333.png,frame_000333.txt,moved,moved,0
val,frame_001651.png,<missing>,moved,missing,1
val,frame_000746.png,frame_000746.txt,moved,moved,0
val,frame_001046.png,<missing>,moved,missing,1
val,frame_000577.png,frame_000577.txt,moved,moved,0
val,frame_001489.png,frame_001489.txt,moved,moved,0
val,frame_001287.png,frame_001287.txt,moved,moved,0
val,frame_000018.png,<missing>,moved,missing,1
val,frame_000090.png,frame_000090.txt,moved,moved,0
val,frame_001816.png,frame_001816.txt,moved,moved,0
val,frame_001252.png,<missing>,moved,missing,1
val,frame_000834.png,frame_000834.txt,moved,moved,0
val,frame_000532.png,<missing>,moved,missing,1
val,frame_002143.png,frame_002143.txt,moved,moved,0
val,frame_001742.png,frame_001742.txt,moved,moved,0
val,frame_001345.png,frame_001345.txt,moved,moved,0
val,frame_001875.png,<missing>,moved,missing,1
val,frame_001609.png,frame_001609.txt,moved,moved,0
val,frame_000314.png,<missing>,moved,missing,1
val,frame_002722.png,frame_002722.txt,moved,moved,0
val,frame_000366.png,frame_000366.txt,moved,moved,0
val,frame_000410.png,frame_000410.txt,moved,moved,0
val,frame_001225.png,<missing>,moved,missing,1
val,frame_002639.png,frame_002639.txt,moved,moved,0
val,frame_002673.png,frame_002673.txt,moved,moved,0
val,frame_001745.png,frame_001745.txt,moved,moved,0
val,frame_001913.png,frame_001913.txt,moved,moved,0
val,frame_001655.png,<missing>,moved,missing,1
val,frame_000714.png,frame_000714.txt,moved,moved,0
val,frame_001424.png,frame_001424.txt,moved,moved,0
val,frame_001959.png,frame_001959.txt,moved,moved,0
val,frame_002524.png,frame_002524.txt,moved,moved,0
val,frame_001499.png,frame_001499.txt,moved,moved,0
val,frame_000119.png,frame_000119.txt,moved,moved,0
val,frame_000506.png,frame_000506.txt,moved,moved,0
val,frame_002549.png,frame_002549.txt,moved,moved,0
val,frame_002170.png,frame_002170.txt,moved,moved,0
val,frame_002328.png,<missing>,moved,missing,1
val,frame_001258.png,frame_001258.txt,moved,moved,0
val,frame_000890.png,frame_000890.txt,moved,moved,0
val,frame_001343.png,frame_001343.txt,moved,moved,0
val,frame_001807.png,frame_001807.txt,moved,moved,0
val,frame_001955.png,frame_001955.txt,moved,moved,0
val,frame_001339.png,frame_001339.txt,moved,moved,0
val,frame_001743.png,frame_001743.txt,moved,moved,0
val,frame_000275.png,frame_000275.txt,moved,moved,0
val,frame_001942.png,frame_001942.txt,moved,moved,0
val,frame_002593.png,frame_002593.txt,moved,moved,0
val,frame_000730.png,<missing>,moved,missing,1
val,frame_002331.png,<missing>,moved,missing,1
val,frame_000226.png,frame_000226.txt,moved,moved,0
val,frame_002679.png,frame_002679.txt,moved,moved,0
val,frame_000040.png,<missing>,moved,missing,1
val,frame_002343.png,frame_002343.txt,moved,moved,0
val,frame_000021.png,<missing>,moved,missing,1
val,frame_000148.png,frame_000148.txt,moved,moved,0
val,frame_001991.png,frame_001991.txt,moved,moved,0
val,frame_000649.png,<missing>,moved,missing,1
val,frame_001400.png,<missing>,moved,missing,1
val,frame_000381.png,frame_000381.txt,moved,moved,0
val,frame_002424.png,frame_002424.txt,moved,moved,0
val,frame_002368.png,frame_002368.txt,moved,moved,0
val,frame_002255.png,frame_002255.txt,moved,moved,0
val,frame_000332.png,frame_000332.txt,moved,moved,0
val,frame_001799.png,<missing>,moved,missing,1
val,frame_001928.png,frame_001928.txt,moved,moved,0
val,frame_001257.png,<missing>,moved,missing,1
val,frame_000387.png,frame_000387.txt,moved,moved,0
val,frame_002417.png,frame_002417.txt,moved,moved,0
val,frame_000414.png,frame_000414.txt,moved,moved,0
val,frame_001895.png,<missing>,moved,missing,1
val,frame_002278.png,frame_002278.txt,moved,moved,0
val,frame_001985.png,frame_001985.txt,moved,moved,0
val,frame_001088.png,frame_001088.txt,moved,moved,0
val,frame_000152.png,frame_000152.txt,moved,moved,0
val,frame_001793.png,<missing>,moved,missing,1
val,frame_002252.png,frame_002252.txt,moved,moved,0
val,frame_002127.png,frame_002127.txt,moved,moved,0
val,frame_000098.png,frame_000098.txt,moved,moved,0
val,frame_002353.png,frame_002353.txt,moved,moved,0
val,frame_002345.png,frame_002345.txt,moved,moved,0
val,frame_002610.png,<missing>,moved,missing,1
val,frame_001767.png,frame_001767.txt,moved,moved,0
val,frame_002273.png,frame_002273.txt,moved,moved,0
val,frame_000753.png,frame_000753.txt,moved,moved,0
val,frame_000573.png,frame_000573.txt,moved,moved,0
val,frame_000819.png,<missing>,moved,missing,1
val,frame_002082.png,frame_002082.txt,moved,moved,0
val,frame_000621.png,frame_000621.txt,moved,moved,0
val,frame_001570.png,frame_001570.txt,moved,moved,0
val,frame_002604.png,<missing>,moved,missing,1
val,frame_001744.png,frame_001744.txt,moved,moved,0
val,frame_000853.png,frame_000853.txt,moved,moved,0
val,frame_001446.png,frame_001446.txt,moved,moved,0
val,frame_001919.png,frame_001919.txt,moved,moved,0
val,frame_002277.png,frame_002277.txt,moved,moved,0
val,frame_000797.png,<missing>,moved,missing,1
val,frame_000488.png,frame_000488.txt,moved,moved,0
val,frame_002594.png,frame_002594.txt,moved,moved,0
val,frame_002498.png,frame_002498.txt,moved,moved,0
val,frame_002641.png,frame_002641.txt,moved,moved,0
val,frame_002017.png,frame_002017.txt,moved,moved,0
val,frame_002317.png,<missing>,moved,missing,1
val,frame_001598.png,frame_001598.txt,moved,moved,0
val,frame_000104.png,frame_000104.txt,moved,moved,0
val,frame_002043.png,<missing>,moved,missing,1
val,frame_001063.png,frame_001063.txt,moved,moved,0
val,frame_002668.png,frame_002668.txt,moved,moved,0
val,frame_001769.png,frame_001769.txt,moved,moved,0
val,frame_000160.png,<missing>,moved,missing,1
val,frame_001514.png,frame_001514.txt,moved,moved,0
val,frame_000009.png,<missing>,moved,missing,1
val,frame_000097.png,frame_000097.txt,moved,moved,0
val,frame_001485.png,frame_001485.txt,moved,moved,0
val,frame_001561.png,frame_001561.txt,moved,moved,0
val,frame_000883.png,frame_000883.txt,moved,moved,0
val,frame_002307.png,frame_002307.txt,moved,moved,0
val,frame_001030.png,frame_001030.txt,moved,moved,0
val,frame_001273.png,frame_001273.txt,moved,moved,0
val,frame_000609.png,frame_000609.txt,moved,moved,0
val,frame_002089.png,frame_002089.txt,moved,moved,0
val,frame_001571.png,frame_001571.txt,moved,moved,0
val,frame_001687.png,frame_001687.txt,moved,moved,0
val,frame_001255.png,<missing>,moved,missing,1
val,frame_001981.png,frame_001981.txt,moved,moved,0
val,frame_001819.png,frame_001819.txt,moved,moved,0
val,frame_001163.png,frame_001163.txt,moved,moved,0
val,frame_002487.png,frame_002487.txt,moved,moved,0
val,frame_001796.png,<missing>,moved,missing,1
val,frame_000628.png,<missing>,moved,missing,1
val,frame_001478.png,frame_001478.txt,moved,moved,0
val,frame_001918.png,frame_001918.txt,moved,moved,0
val,frame_000865.png,frame_000865.txt,moved,moved,0
val,frame_002469.png,frame_002469.txt,moved,moved,0
val,frame_002546.png,frame_002546.txt,moved,moved,0
val,frame_000737.png,frame_000737.txt,moved,moved,0
val,frame_002670.png,frame_002670.txt,moved,moved,0
val,frame_002579.png,frame_002579.txt,moved,moved,0
val,frame_001195.png,frame_001195.txt,moved,moved,0
val,frame_001518.png,frame_001518.txt,moved,moved,0
val,frame_002329.png,<missing>,moved,missing,1
val,frame_002477.png,frame_002477.txt,moved,moved,0
val,frame_000503.png,frame_000503.txt,moved,moved,0
val,frame_002113.png,frame_002113.txt,moved,moved,0
val,frame_002380.png,frame_002380.txt,moved,moved,0
val,frame_001615.png,frame_001615.txt,moved,moved,0
val,frame_002183.png,frame_002183.txt,moved,moved,0
val,frame_000188.png,<missing>,moved,missing,1
val,frame_002562.png,frame_002562.txt,moved,moved,0
val,frame_000857.png,frame_000857.txt,moved,moved,0
val,frame_000615.png,frame_000615.txt,moved,moved,0
val,frame_001757.png,frame_001757.txt,moved,moved,0
val,frame_001101.png,frame_001101.txt,moved,moved,0
val,frame_001089.png,frame_001089.txt,moved,moved,0
val,frame_000272.png,frame_000272.txt,moved,moved,0
val,frame_002585.png,frame_002585.txt,moved,moved,0
val,frame_000762.png,frame_000762.txt,moved,moved,0
val,frame_002142.png,frame_002142.txt,moved,moved,0
val,frame_001304.png,frame_001304.txt,moved,moved,0
val,frame_000956.png,frame_000956.txt,moved,moved,0
val,frame_002359.png,frame_002359.txt,moved,moved,0
val,frame_000576.png,frame_000576.txt,moved,moved,0
val,frame_000826.png,frame_000826.txt,moved,moved,0
val,frame_002065.png,frame_002065.txt,moved,moved,0
val,frame_000518.png,<missing>,moved,missing,1
val,frame_001251.png,<missing>,moved,missing,1
val,frame_001193.png,frame_001193.txt,moved,moved,0
val,frame_000071.png,frame_000071.txt,moved,moved,0
val,frame_002592.png,frame_002592.txt,moved,moved,0
val,frame_002636.png,frame_002636.txt,moved,moved,0
val,frame_000743.png,frame_000743.txt,moved,moved,0
val,frame_001116.png,<missing>,moved,missing,1
val,frame_000265.png,frame_000265.txt,moved,moved,0
val,frame_001176.png,frame_001176.txt,moved,moved,0
val,frame_001475.png,frame_001475.txt,moved,moved,0
val,frame_001601.png,frame_001601.txt,moved,moved,0
val,frame_001509.png,frame_001509.txt,moved,moved,0
val,frame_000070.png,frame_000070.txt,moved,moved,0
val,frame_001844.png,frame_001844.txt,moved,moved,0
val,frame_000534.png,<missing>,moved,missing,1
val,frame_001610.png,frame_001610.txt,moved,moved,0
val,frame_002033.png,<missing>,moved,missing,1
val,frame_000476.png,frame_000476.txt,moved,moved,0
val,frame_002597.png,frame_002597.txt,moved,moved,0
val,frame_000856.png,frame_000856.txt,moved,moved,0
val,frame_001690.png,frame_001690.txt,moved,moved,0
val,frame_002151.png,frame_002151.txt,moved,moved,0
val,frame_002422.png,frame_002422.txt,moved,moved,0
val,frame_001685.png,<missing>,moved,missing,1
val,frame_001519.png,frame_001519.txt,moved,moved,0
val,frame_001324.png,frame_001324.txt,moved,moved,0
val,frame_000406.png,frame_000406.txt,moved,moved,0
val,frame_002193.png,frame_002193.txt,moved,moved,0
val,frame_002655.png,frame_002655.txt,moved,moved,0
val,frame_000049.png,<missing>,moved,missing,1
val,frame_000065.png,frame_000065.txt,moved,moved,0
val,frame_002706.png,frame_002706.txt,moved,moved,0
val,frame_001585.png,frame_001585.txt,moved,moved,0
val,frame_000578.png,frame_000578.txt,moved,moved,0
val,frame_000319.png,frame_000319.txt,moved,moved,0
val,frame_000422.png,frame_000422.txt,moved,moved,0
val,frame_000143.png,frame_000143.txt,moved,moved,0
val,frame_001041.png,<missing>,moved,missing,1
val,frame_002237.png,frame_002237.txt,moved,moved,0
val,frame_001559.png,<missing>,moved,missing,1
val,frame_001777.png,frame_001777.txt,moved,moved,0
val,frame_002334.png,<missing>,moved,missing,1
val,frame_002426.png,frame_002426.txt,moved,moved,0
val,frame_000545.png,frame_000545.txt,moved,moved,0
val,frame_002548.png,frame_002548.txt,moved,moved,0
val,frame_001466.png,frame_001466.txt,moved,moved,0
val,frame_001374.png,frame_001374.txt,moved,moved,0
val,frame_000287.png,<missing>,moved,missing,1
val,frame_001071.png,frame_001071.txt,moved,moved,0
val,frame_000713.png,frame_000713.txt,moved,moved,0
val,frame_002324.png,<missing>,moved,missing,1
val,frame_001530.png,<missing>,moved,missing,1
val,frame_002302.png,frame_002302.txt,moved,moved,0
val,frame_002140.png,frame_002140.txt,moved,moved,0
val,frame_002374.png,frame_002374.txt,moved,moved,0
val,frame_001210.png,<missing>,moved,missing,1
val,frame_002148.png,frame_002148.txt,moved,moved,0
val,frame_000135.png,frame_000135.txt,moved,moved,0
val,frame_000496.png,frame_000496.txt,moved,moved,0
val,frame_001464.png,frame_001464.txt,moved,moved,0
val,frame_001190.png,frame_001190.txt,moved,moved,0
val,frame_000055.png,<missing>,moved,missing,1
val,frame_000861.png,frame_000861.txt,moved,moved,0
val,frame_000004.png,<missing>,moved,missing,1
val,frame_000274.png,frame_000274.txt,moved,moved,0
val,frame_000699.png,frame_000699.txt,moved,moved,0
val,frame_001704.png,frame_001704.txt,moved,moved,0
val,frame_002499.png,frame_002499.txt,moved,moved,0
val,frame_000334.png,frame_000334.txt,moved,moved,0
val,frame_000431.png,frame_000431.txt,moved,moved,0
val,frame_002432.png,<missing>,moved,missing,1
val,frame_002698.png,frame_002698.txt,moved,moved,0
val,frame_001822.png,frame_001822.txt,moved,moved,0
val,frame_001962.png,frame_001962.txt,moved,moved,0
val,frame_002101.png,frame_002101.txt,moved,moved,0
val,frame_002154.png,frame_002154.txt,moved,moved,0
val,frame_001132.png,frame_001132.txt,moved,moved,0
val,frame_002074.png,frame_002074.txt,moved,moved,0
val,frame_002136.png,frame_002136.txt,moved,moved,0
val,frame_001887.png,<missing>,moved,missing,1
val,frame_000788.png,<missing>,moved,missing,1
val,frame_002267.png,frame_002267.txt,moved,moved,0
val,frame_001302.png,frame_001302.txt,moved,moved,0
val,frame_000583.png,frame_000583.txt,moved,moved,0
val,frame_001160.png,frame_001160.txt,moved,moved,0
val,frame_001419.png,frame_001419.txt,moved,moved,0
val,frame_000023.png,<missing>,moved,missing,1
val,frame_000798.png,<missing>,moved,missing,1
val,frame_001702.png,frame_001702.txt,moved,moved,0
val,frame_001930.png,frame_001930.txt,moved,moved,0
val,frame_002104.png,frame_002104.txt,moved,moved,0
val,frame_002262.png,frame_002262.txt,moved,moved,0
val,frame_001498.png,frame_001498.txt,moved,moved,0
val,frame_001736.png,frame_001736.txt,moved,moved,0
val,frame_001838.png,frame_001838.txt,moved,moved,0
val,frame_000727.png,frame_000727.txt,moved,moved,0
val,frame_000993.png,frame_000993.txt,moved,moved,0
val,frame_001824.png,frame_001824.txt,moved,moved,0
val,frame_001134.png,frame_001134.txt,moved,moved,0
val,frame_000393.png,frame_000393.txt,moved,moved,0
val,frame_001153.png,frame_001153.txt,moved,moved,0
val,frame_001434.png,frame_001434.txt,moved,moved,0
val,frame_000099.png,frame_000099.txt,moved,moved,0
val,frame_000144.png,frame_000144.txt,moved,moved,0
val,frame_002327.png,<missing>,moved,missing,1
val,frame_002473.png,frame_002473.txt,moved,moved,0
val,frame_001960.png,frame_001960.txt,moved,moved,0
val,frame_002694.png,frame_002694.txt,moved,moved,0
val,frame_000607.png,frame_000607.txt,moved,moved,0
val,frame_000838.png,frame_000838.txt,moved,moved,0
val,frame_002122.png,frame_002122.txt,moved,moved,0
